Version 1

AGILENTID,CAS,Compound ID,Name,Cpd,Hits,HMP,KEGG,LMP,METLIN,MPPID,NCBI ID,Notes,Swiss-Prot,Mass (DB),"Diff (DB, mDa)",Formula (DB),"Diff (DB, ppm)",RT (DB),RT Diff (DB),Score (DB),Shared (DB),Unique (DB),"Diff (MFG, mDa)",Mass (MFG),Formula (MFG),"Diff (MFG, ppm)",Score (MFG),Tgt Hit Pos,Score Diff,Abund,Mining Algorithm,Area,Avg Mass,Base Peak,Z Count,CE,MS/MS Count,File,"Diff (DB,Å²)","Diff (DB,Ω %)",DT,End,Formula,FV,Height,ID Source,ID Techniques Applied,Ions,Polarity,Label,Max Z,Min Z,Modified,Mass,Score,m/z,m/z (prod.),RT,Saturated,Start,Width,Ω (Å²),"Ω (DB,Å²)",Lib/DB,Score (Lib),Cpds/Group,Group,Std Dev,Score (MFE),Vol %,Vol,Primary Base,Primary Note,ADC% Area,ADC% Height,EIC/TIC% Area,EIC/TIC% Height,TIC% Area,TIC% Height,TWC% Area,TWC% Height,UVA% Area,UVA% Height,UVB% Area,UVB% Height,UVC% Area,UVC% Height,Purity Comments,Purity Result,Purity Value,Score (Bio),"Diff (Bio, mDa)","Diff (Bio, ppm)",Uncertainty,Fit Score,Enzyme,Hits (BioConfirm),Links,Seq Loc,Rule,Missed,Mods,Significance,Pred Mods,Sequence,Seq Name,Seq Type,Tgt Seq Mass,Score (Frag Coelution),FIs Conf.,FIs Conf. %,Score (Frag Ratio),FragMassDiff(ppm),FIs Eval.,Source,"Diff (Tgt, mDa)",Formula (Tgt),"Diff (Tgt, ppm)",RT (Tgt),RT Diff (Tgt),Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),TargetID,Sample Name,Sample Type,Instrument Name,Position,User Name,Acq Method,DA Method,IRM Calibration status
,,,man/galQ,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,Find by MRM,572,,,,10.0,,62_E7.d,,,,7.016,,,60,Acq,Acq,,Positive,Cpd 1: man/galQ 6.652,,,,,100.00,572.0,295.0,6.652,,6.544,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62_E7,Sample,Instrument 1,P3-E7,,072921 BEH C18 method interpreted from 062921.m,Default-LCMS.m,Success,
,,,oHyW,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,Find by MRM,707,,,,10.0,,62_E7.d,,,,0.851,,,163,Acq,Acq,,Positive,Cpd 2: oHyW 0.631,,,,,100.00,525.0,393.0,0.631,,0.550,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62_E7,Sample,Instrument 1,P3-E7,,072921 BEH C18 method interpreted from 062921.m,Default-LCMS.m,Success,
,,,yW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,Find by MRM,179,,,,10.0,,62_E7.d,,,,0.842,,,64,Acq,Acq,,Positive,Cpd 3: yW 0.656,,,,,100.00,509.0,377.0,0.656,,0.599,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62_E7,Sample,Instrument 1,P3-E7,,072921 BEH C18 method interpreted from 062921.m,Default-LCMS.m,Success,
,,,ms2t6A,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,Find by MRM,327,,,,10.0,,62_E7.d,,,,6.497,,,53,Acq,Acq,,Positive,Cpd 4: ms2t6A 6.464,,,,,100.00,459.0,327.0,6.464,,6.364,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62_E7,Sample,Instrument 1,P3-E7,,072921 BEH C18 method interpreted from 062921.m,Default-LCMS.m,Success,
,,,m6t6A,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,Find by MRM,9305,,,,8.0,,62_E7.d,,,,5.747,,,2694,Acq,Acq,,Positive,Cpd 5: m6t6A 5.568,,,,,100.00,427.0,295.0,5.568,,5.511,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62_E7,Sample,Instrument 1,P3-E7,,072921 BEH C18 method interpreted from 062921.m,Default-LCMS.m,Success,
,,,tm5s2U,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,Find by MRM,5388,,,,4.0,,62_E7.d,,,,6.155,,,1617,Acq,Acq,,Positive,Cpd 6: tm5s2U 6.003,,,,,100.00,398.0,266.0,6.003,,5.933,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62_E7,Sample,Instrument 1,P3-E7,,072921 BEH C18 method interpreted from 062921.m,Default-LCMS.m,Success,
,,,tm5U,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,Find by MRM,483,,,,4.0,,62_E7.d,,,,4.918,,,116,Acq,Acq,,Positive,Cpd 7: tm5U 4.740,,,,,100.00,382.0,250.0,4.740,,4.651,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62_E7,Sample,Instrument 1,P3-E7,,072921 BEH C18 method interpreted from 062921.m,Default-LCMS.m,Success,
,,,cmnm5U,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,Find by MRM,78,,,,8.0,,62_E7.d,,,,1.410,,,21,Acq,Acq,,Positive,Cpd 8: cmnm5U 1.269,,,,,100.00,332.0,200.0,1.269,,1.236,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62_E7,Sample,Instrument 1,P3-E7,,072921 BEH C18 method interpreted from 062921.m,Default-LCMS.m,Success,
,,,ncm5Um,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,Find by MRM,1412,,,,4.0,,62_E7.d,,,,6.195,,,295,Acq,Acq,,Positive,Cpd 9: ncm5Um 6.080,,,,,100.00,316.0,170.0,6.080,,6.038,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62_E7,Sample,Instrument 1,P3-E7,,072921 BEH C18 method interpreted from 062921.m,Default-LCMS.m,Success,
,,,nm5s2U,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,Find by MRM,490,,,,4.0,,62_E7.d,,,,0.986,,,133,Acq,Acq,,Positive,Cpd 10: nm5s2U 0.880,,,,,100.00,290.0,158.0,0.880,,0.774,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62_E7,Sample,Instrument 1,P3-E7,,072921 BEH C18 method interpreted from 062921.m,Default-LCMS.m,Success,
